               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,           0.0075014,           0.0036085,            0.011119,              0.9915,              0.9882,             0.99316,             0.98915,            0.003546,           0.0018294,           0.0019158,            0.001882,            0.001882,            0.001882
                  84,           0.0073844,           0.0036315,            0.011205,             0.99277,             0.98644,             0.99334,              0.9887,           0.0035242,           0.0018079,           0.0019179,            0.001783,            0.001783,            0.001783
                  85,           0.0072467,           0.0036318,            0.010848,             0.99261,               0.987,             0.99342,             0.98865,           0.0035079,           0.0018049,            0.001902,            0.001684,            0.001684,            0.001684
                  86,           0.0071541,           0.0035283,            0.010941,              0.9917,             0.98668,             0.99344,             0.98874,           0.0035024,           0.0018014,           0.0018796,            0.001585,            0.001585,            0.001585
                  87,            0.007013,           0.0034394,            0.010823,             0.99201,             0.98644,             0.99344,             0.98885,           0.0034803,           0.0017956,            0.001911,            0.001486,            0.001486,            0.001486
                  88,           0.0070118,           0.0035008,            0.010881,             0.99181,              0.9868,             0.99331,             0.98899,           0.0034756,           0.0017972,           0.0019212,            0.001387,            0.001387,            0.001387
                  89,           0.0067757,           0.0034168,            0.010734,             0.99217,             0.98686,             0.99257,             0.98912,           0.0034685,           0.0017921,           0.0018967,            0.001288,            0.001288,            0.001288
                  90,           0.0067162,           0.0034438,            0.010594,             0.99183,             0.98728,             0.99267,             0.98915,           0.0034519,           0.0017774,           0.0018659,            0.001189,            0.001189,            0.001189
                  91,           0.0065717,           0.0034331,            0.010198,             0.99093,             0.98842,             0.99308,             0.98959,           0.0034327,           0.0017671,           0.0018442,             0.00109,             0.00109,             0.00109
                  92,           0.0064609,            0.003342,            0.010528,             0.99088,             0.98869,             0.99279,             0.98932,           0.0034242,           0.0017604,           0.0018363,            0.000991,            0.000991,            0.000991
                  93,           0.0062979,           0.0032788,            0.010392,             0.99132,             0.98865,             0.99239,              0.9893,           0.0034169,           0.0017536,           0.0018294,            0.000892,            0.000892,            0.000892
                  94,           0.0062608,           0.0032647,            0.010227,             0.99101,             0.98849,             0.99226,             0.98929,           0.0034097,           0.0017466,           0.0018141,            0.000793,            0.000793,            0.000793
                  95,            0.006109,           0.0031839,            0.010012,             0.99096,             0.98831,             0.99225,             0.98928,           0.0034008,           0.0017401,           0.0018296,            0.000694,            0.000694,            0.000694
                  96,            0.006058,           0.0031978,            0.010008,             0.99059,             0.98855,             0.99242,             0.98922,           0.0033881,           0.0017317,           0.0018241,            0.000595,            0.000595,            0.000595
                  97,           0.0059198,           0.0031403,           0.0098305,             0.99017,              0.9889,             0.99271,             0.98939,           0.0033832,           0.0017281,           0.0018102,            0.000496,            0.000496,            0.000496
                  98,           0.0058703,           0.0031297,           0.0096097,             0.99025,             0.98882,             0.99294,             0.98946,           0.0033791,           0.0017265,            0.001804,            0.000397,            0.000397,            0.000397
                  99,            0.005754,           0.0030915,           0.0096425,             0.98987,             0.98936,             0.99302,             0.98911,           0.0033746,            0.001724,           0.0017978,            0.000298,            0.000298,            0.000298
