173,137,104
220,171,125
206,166,130
171,136,104
129,97,68
164,123,86
203,157,114
161,121,85
222,178,137
165,124,87
131,98,69
184,145,110
171,139,110
121,98,78
135,109,87
123,98,77
211,155,105
126,97,71
158,120,87
207,174,145
158,126,97
167,141,118
178,138,103
164,127,95
170,137,107
187,151,119
122,92,66
134,102,72
122,103,86
213,181,152
163,123,88
214,156,103
203,149,100
144,110,79
205,153,105
195,146,102
173,138,107
183,135,93
128,96,68
211,175,143
199,151,108
200,145,97
180,137,99
192,140,95
225,158,98
201,145,96
145,124,105
137,100,69
169,137,109
178,144,114
196,148,106
160,131,105
201,172,147
198,148,105
118,90,67
188,142,103
167,143,122
140,110,84
193,157,125
121,92,68
174,135,99
195,139,88
139,100,65
188,135,87
212,177,144
226,156,90
168,136,107
138,102,68
203,144,91
152,110,71
188,139,94
161,131,104
176,137,100
159,116,77
169,127,87
210,170,132
162,137,113
137,102,68
125,97,72
158,123,90
182,140,100
124,90,60
201,148,97
185,138,93
170,136,105
119,91,65
218,159,104
219,164,113
181,153,127
131,109,90
167,127,91
171,130,93
217,158,103
161,122,87
196,167,139
216,158,104
174,136,101
202,157,116
132,96,64
231,168,109
196,165,136
220,155,94
183,140,100
201,154,109
229,163,101
123,98,75
186,139,95
198,158,121
168,136,106
146,119,94
145,111,81
180,143,109
220,162,109
203,152,106
222,180,141
134,104,76
149,121,96
145,125,108
129,110,94
191,149,111
171,138,107
212,179,150
188,143,103
198,163,132
163,129,99
208,173,142
166,131,99
187,140,98
122,93,67
216,164,117
209,177,148
202,168,138
171,137,106
191,159,130
134,100,71
224,160,102
166,136,109
224,172,124
126,95,67
188,140,98
120,90,63
179,135,95
222,159,101
148,111,78
170,136,105
193,161,132
121,92,65
164,137,113
154,118,85
199,170,145
219,160,105
162,130,100
202,155,112
218,165,115
159,134,111
158,128,101
