163,164,168,wild
164,165,169,wild
135,140,146,wild
101,125,162,wild
199,199,232,wild
174,173,190,wild
139,136,160,wild
101,125,163,wild
243,246,251,wild
210,211,227,wild
162,158,194,wild
134,157,178,wild
170,167,240,wild
196,195,226,wild
194,196,230,wild
83,98,122,wild
192,191,242,wild
170,166,221,wild
172,171,201,wild
88,103,124,wild
222,224,250,wild
182,180,206,wild
192,195,232,wild
135,153,165,wild
189,188,212,wild
219,222,251,wild
171,173,191,wild
158,185,207,wild
238,242,248,wild
188,187,224,wild
179,178,234,wild
125,160,199,wild
179,179,191,wild
182,180,219,wild
206,211,231,wild
150,180,206,wild
182,181,242,wild
212,214,250,wild
163,157,206,wild
147,167,181,wild
146,138,195,wild
193,195,246,wild
171,167,225,wild
141,173,203,wild
173,172,247,wild
179,181,250,wild
114,114,128,wild
182,204,212,wild
161,154,216,wild
230,233,242,wild
159,151,206,wild
145,166,182,wild
234,237,245,wild
179,182,250,wild
212,220,228,wild
135,157,176,wild
127,125,141,wild
203,203,218,wild
172,171,203,wild
107,131,166,wild
155,147,212,wild
149,140,211,wild
164,168,181,wild
125,157,191,wild
229,231,236,wild
216,219,245,wild
209,216,227,wild
135,157,177,wild
153,144,213,wild
218,221,251,wild
208,215,233,wild
131,158,183,wild
177,176,243,wild
158,152,219,wild
112,110,127,wild
178,202,214,wild
200,200,218,wild
155,149,225,wild
161,153,206,wild
185,207,215,wild
125,121,142,wild
157,152,225,wild
180,186,194,wild
121,150,180,wild
238,241,247,wild
211,212,233,wild
189,192,212,wild
105,120,135,wild
192,192,239,wild
221,224,242,wild
191,193,231,wild
146,165,177,wild
187,186,242,wild
137,136,149,wild
164,165,183,wild
156,184,207,wild
161,154,221,wild
226,229,241,wild
210,217,236,wild
124,147,172,wild
162,155,206,wild
214,218,251,wild
160,158,187,wild
117,133,143,wild
