174,135,99
171,137,106
171,138,107
173,138,107
170,137,107
168,136,106
174,136,101
171,139,110
169,137,109
176,137,100
173,137,104
170,136,105
193,152,115
186,141,101
201,158,119
196,155,118
185,145,111
193,154,119
187,148,115
195,152,111
203,162,125
166,132,105
203,155,109
189,147,110
195,153,115
190,151,116
210,161,114
178,141,108
189,151,117
211,165,125
200,155,115
172,137,106
189,147,108
203,160,122
183,145,114
204,157,112
187,145,108
170,135,104
201,158,118
173,133,96
185,147,113
197,154,116
211,165,125
200,158,120
193,154,118
193,148,107
199,156,119
199,157,121
203,153,106
178,138,103
186,148,114
200,155,115
170,129,92
200,157,117
200,155,116
211,164,123
180,144,112
187,151,117
190,145,104
192,152,117
178,142,112
184,141,101
201,157,117
194,151,113
173,136,104
200,154,111
174,139,107
181,145,113
193,152,116
199,157,120
170,135,105
184,142,103
194,152,117
202,161,125
199,150,105
194,152,113
192,151,114
176,139,107
203,153,107
188,149,114
171,137,107
197,156,119
197,156,118
167,134,104
183,140,101
203,159,120
183,147,117
175,136,98
197,154,116
169,136,105
165,130,99
171,131,94
200,156,117
203,160,121
205,159,120
187,148,113
175,141,111
206,156,109
168,135,106
199,155,119
178,137,98
189,149,112
194,151,113
195,155,118
196,149,107
195,155,119
178,143,111
200,156,118
200,157,118
170,136,106
198,151,108
195,154,119
199,159,124
177,136,97
168,132,99
207,162,121
180,142,109
192,147,106
190,150,115
198,157,120
205,161,123
184,146,112
193,155,120
184,143,105
182,147,115
176,142,112
204,156,111
199,155,115
186,148,113
189,150,114
197,152,110
194,151,114
171,137,106
172,136,105
202,159,120
195,154,118
199,151,107
190,153,120
165,132,104
205,157,112
197,153,113
178,141,108
168,133,102
199,151,107
167,132,101
178,142,110
189,148,113
196,152,114
186,148,114
183,143,105
116,165,124
120,167,134
118,165,132
121,168,131
122,168,133
118,164,130
119,168,130
118,165,132
121,166,135
114,165,128
119,165,131
123,168,137
114,164,126
118,164,128
122,167,134
141,197,155
135,197,145
120,168,134
136,195,153
122,171,133
130,182,142
132,187,146
131,188,144
133,190,150
126,176,141
131,196,149
128,181,141
135,188,151
135,202,151
130,183,142
141,202,158
117,163,128
126,184,135
122,172,137
128,182,144
124,176,136
127,177,138
132,189,147
116,169,129
133,189,150
139,200,157
129,191,146
142,205,158
138,188,152
120,176,132
125,178,136
147,208,163
147,208,162
129,190,139
130,185,146
121,171,136
120,169,131
134,188,146
141,203,157
138,204,153
133,193,151
133,184,148
131,198,149
123,173,136
136,186,151
121,179,134
117,165,128
132,184,146
145,206,160
123,177,132
137,195,154
128,180,143
134,196,148
137,193,149
122,171,135
119,172,132
131,188,149
139,195,156
133,200,151
120,169,132
128,175,142
123,178,136
139,196,152
141,198,156
147,207,161
119,172,128
135,191,151
128,186,146
130,187,143
145,206,158
115,162,127
135,195,149
126,182,143
134,186,150
115,168,129
137,194,152
142,199,159
129,189,142
132,190,144
144,205,160
126,174,138
127,185,136
138,199,156
115,164,130
120,171,131
124,172,134
139,201,156
127,182,140
138,203,158
140,201,159
124,189,141
130,187,145
139,197,157
134,197,149
140,203,154
125,173,138
130,184,144
140,207,150
134,195,152
123,174,138
137,199,151
143,199,155
131,185,145
140,205,155
129,181,144
137,197,155
116,176,132
137,193,151
132,184,148
111,165,123
125,178,137
122,170,135
143,205,158
122,180,130
132,185,147
122,174,138
139,203,154
139,197,153
119,168,132
133,199,149
124,178,140
137,193,154
120,177,135
128,181,142
130,179,145
113,164,124
116,163,126
137,193,152
121,170,133
114,164,121
136,193,152
135,197,154
140,199,153
131,182,142
143,206,159
107,94,194
112,101,191
115,102,192
111,99,193
113,101,189
115,104,189
113,100,194
111,100,188
117,104,190
112,98,196
116,103,192
116,105,190
111,98,195
115,102,192
114,102,190
123,110,215
118,99,229
130,113,226
118,99,204
126,113,221
121,103,211
136,119,230
109,93,193
118,105,206
133,114,219
125,109,219
123,103,210
133,112,228
106,90,194
126,106,216
109,94,187
109,96,192
111,96,207
132,116,227
114,96,197
134,119,237
132,117,227
128,110,216
128,110,227
114,100,199
115,100,188
123,106,219
131,108,230
124,105,210
124,105,225
121,104,203
118,102,201
123,106,220
107,95,196
131,112,232
116,103,194
127,111,225
115,101,196
119,101,202
117,103,202
129,113,229
132,116,215
114,98,203
137,120,228
138,123,226
114,96,208
135,118,224
120,106,202
116,98,210
114,94,221
122,108,209
109,90,190
106,92,190
131,116,223
122,109,200
128,111,223
125,109,222
141,124,229
118,102,209
125,104,214
112,95,189
130,115,229
128,107,221
113,101,189
127,109,228
110,96,204
133,116,233
123,107,207
124,108,221
113,95,197
138,122,230
108,91,193
105,92,184
134,113,223
126,105,229
123,104,210
117,99,196
126,107,231
134,114,230
117,99,202
118,102,210
128,112,235
126,108,220
113,94,197
122,108,214
127,108,223
130,111,218
131,112,234
122,106,217
131,111,217
116,101,203
119,100,203
127,111,210
113,94,209
121,100,210
117,99,203
113,98,201
117,99,221
121,105,212
129,108,222
105,91,191
133,119,225
136,120,229
129,110,230
129,115,224
133,111,223
112,92,206
135,118,224
124,109,206
116,103,205
113,96,191
113,99,191
108,95,189
112,95,211
111,97,192
129,108,225
124,104,229
112,96,194
125,111,207
134,118,234
113,97,200
127,109,208
130,110,237
134,115,226
134,115,228
130,114,231
136,118,230
114,96,197
123,109,216
117,101,220
126,105,226
132,111,231
115,99,207
131,115,226
133,113,228
163,164,168
164,165,169
135,140,146
132,151,168
178,177,192
205,206,212
131,132,146
130,149,166
164,163,177
158,157,171
160,162,177
127,144,157
164,164,175
193,194,200
167,171,182
139,157,169
167,166,177
201,203,208
145,148,159
135,153,167
160,161,168
174,174,185
161,165,176
118,135,151
183,182,196
183,183,196
136,140,148
136,154,169
187,188,194
188,188,207
139,144,151
118,135,150
168,167,182
179,178,195
145,149,157
135,153,168
185,184,200
194,195,211
171,177,184
138,156,170
187,187,201
168,169,175
162,164,180
117,134,147
189,189,202
200,201,212
148,149,165
121,139,156
178,177,195
174,175,182
146,149,159
141,158,170
168,169,177
166,167,172
135,136,150
140,158,170
176,175,193
189,189,204
141,146,152
123,140,157
199,199,210
184,186,191
149,153,163
126,144,161
160,159,175
161,161,169
170,175,185
134,153,170
201,202,207
192,192,204
163,168,178
125,144,162
171,170,187
184,183,201
134,134,149
117,133,146
181,182,189
192,193,202
156,159,172
116,132,148
201,203,207
156,155,171
161,164,178
126,144,157
183,184,189
172,173,180
151,157,164
135,154,169
173,173,187
168,168,178
167,171,184
125,144,161
165,165,175
201,202,211
137,138,152
131,148,160
171,171,183
186,185,202
139,142,153
122,139,154
179,180,185
192,191,210
165,167,184
132,151,168
167,167,175
200,201,210
145,149,160
123,141,158
170,170,176
181,180,198
167,171,182
136,154,167
160,159,172
194,194,211
168,173,182
130,149,167
193,193,208
173,172,186
139,140,156
122,138,150
183,183,189
180,181,186
136,139,150
121,139,157
176,176,185
165,165,176
159,164,172
123,140,157
164,164,173
161,161,170
155,159,169
135,153,166
168,168,178
194,194,210
160,164,175
140,158,170
181,180,197
161,162,168
165,167,184
129,146,159
172,172,179
165,163,179
145,146,162
133,151,169
187,187,196
204,206,212
135,138,147
135,153,168
192,192,208
188,187,206
114,180,196
116,182,198
119,184,200
118,181,196
122,183,197
118,181,197
119,180,195
114,183,201
122,181,197
123,179,195
117,184,201
120,182,198
123,181,196
102,182,203
130,206,226
133,212,233
120,194,214
139,214,233
140,213,231
126,198,219
114,176,195
110,183,205
133,200,221
142,210,231
130,209,230
127,195,215
137,206,225
112,195,216
115,186,206
124,198,217
121,190,209
133,203,222
138,207,224
116,185,206
131,202,223
130,208,229
127,187,204
136,204,226
126,205,227
141,217,238
134,202,220
116,206,230
113,180,199
129,203,221
120,191,210
136,208,227
120,185,202
132,209,231
121,185,202
132,213,234
134,203,225
129,189,206
122,199,220
137,214,236
135,198,215
130,220,242
123,197,218
135,211,230
136,214,235
134,206,225
128,192,207
131,209,232
123,187,204
127,211,235
125,188,207
145,213,233
124,197,215
142,217,237
134,201,219
121,213,237
114,187,209
126,204,226
120,189,207
118,181,198
135,206,223
132,210,233
127,197,218
114,191,213
136,205,227
127,185,202
122,192,210
128,195,214
134,204,224
128,215,237
135,214,236
125,204,225
134,214,236
138,213,233
138,208,225
132,204,224
132,204,226
120,198,220
130,193,211
116,174,193
138,219,240
119,183,202
131,198,217
112,192,212
106,173,192
128,204,225
138,215,235
117,182,200
130,195,211
133,207,229
113,174,192
127,210,234
116,176,196
143,212,233
111,182,201
132,209,232
122,183,201
119,212,236
133,213,234
127,199,216
136,216,237
118,186,205
120,187,204
114,181,201
140,211,231
105,176,198
127,187,204
130,195,216
132,214,236
134,204,224
119,179,195
119,212,236
111,177,195
116,186,204
130,204,223
136,211,232
126,192,208
138,211,231
116,178,196
111,187,210
138,210,232
136,203,224
113,184,203
129,198,218
122,183,200
117,204,227
110,177,195
130,209,231
138,216,236
109,174,193
140,213,231
123,192,212
134,209,231
121,198,220
135,203,224
135,200,221
