114,180,196,yellow
116,182,198,yellow
119,184,200,yellow
118,181,196,yellow
122,183,197,yellow
118,181,197,yellow
119,180,195,yellow
114,183,201,yellow
122,181,197,yellow
123,179,195,yellow
117,184,201,yellow
120,182,198,yellow
123,181,196,yellow
97,173,193,yellow
135,216,239,yellow
128,201,220,yellow
134,217,241,yellow
144,223,246,yellow
108,188,216,yellow
128,208,234,yellow
136,213,237,yellow
139,224,248,yellow
135,210,236,yellow
113,186,219,yellow
97,191,223,yellow
107,170,190,yellow
107,187,217,yellow
90,190,224,yellow
88,152,172,yellow
116,202,230,yellow
70,133,155,yellow
105,190,223,yellow
91,157,181,yellow
69,129,153,yellow
142,218,242,yellow
87,177,213,yellow
84,147,174,yellow
120,191,219,yellow
128,214,238,yellow
102,180,214,yellow
105,182,213,yellow
105,203,231,yellow
83,143,162,yellow
103,190,222,yellow
127,211,235,yellow
122,204,231,yellow
103,176,204,yellow
102,187,224,yellow
76,133,157,yellow
129,218,245,yellow
108,170,191,yellow
142,211,232,yellow
96,184,217,yellow
138,216,240,yellow
146,219,239,yellow
64,138,162,yellow
134,216,240,yellow
117,202,228,yellow
82,157,183,yellow
97,179,210,yellow
117,198,226,yellow
124,206,237,yellow
108,181,219,yellow
91,183,221,yellow
104,179,216,yellow
94,152,177,yellow
126,212,237,yellow
115,196,225,yellow
107,187,217,yellow
119,216,243,yellow
123,209,238,yellow
119,206,234,yellow
101,191,223,yellow
145,223,243,yellow
111,189,219,yellow
101,185,220,yellow
147,223,246,yellow
115,208,239,yellow
136,211,238,yellow
111,184,222,yellow
119,195,216,yellow
111,193,223,yellow
116,196,225,yellow
97,201,233,yellow
113,200,231,yellow
91,151,168,yellow
121,207,234,yellow
139,214,233,yellow
146,221,241,yellow
140,221,246,yellow
138,216,242,yellow
93,189,227,yellow
134,210,238,yellow
100,160,185,yellow
96,186,219,yellow
145,222,245,yellow
94,163,191,yellow
115,210,236,yellow
129,206,228,yellow
130,214,240,yellow
100,186,219,yellow
98,177,210,yellow
78,135,155,yellow
143,222,245,yellow
102,176,209,yellow
78,143,165,yellow
114,192,225,yellow
126,198,229,yellow
92,181,213,yellow
106,190,222,yellow
111,192,222,yellow
109,184,201,yellow
