               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  89,           0.0089162,           0.0041902,            0.010103,             0.98605,             0.98613,             0.99163,             0.98753,           0.0050639,           0.0020852,           0.0026687,            0.001288,            0.001288,            0.001288
                  90,           0.0087021,           0.0042162,            0.009993,             0.98631,             0.98662,             0.99174,             0.98755,           0.0050388,           0.0020709,           0.0026179,            0.001189,            0.001189,            0.001189
                  91,           0.0084047,            0.004132,           0.0091417,             0.98551,             0.98644,             0.99178,             0.98769,           0.0050354,           0.0020604,           0.0025582,             0.00109,             0.00109,             0.00109
                  92,           0.0082586,           0.0041409,           0.0090634,             0.98767,             0.98415,             0.99175,             0.98757,           0.0050372,           0.0020512,           0.0024802,            0.000991,            0.000991,            0.000991
                  93,           0.0080189,           0.0040271,           0.0087828,             0.98693,             0.98502,             0.99175,             0.98807,           0.0050281,           0.0020396,           0.0024492,            0.000892,            0.000892,            0.000892
                  94,           0.0078155,           0.0039509,           0.0087061,             0.98515,             0.98702,             0.99173,             0.98813,           0.0050083,           0.0020298,           0.0024211,            0.000793,            0.000793,            0.000793
                  95,           0.0078262,           0.0040043,           0.0088897,             0.98985,             0.98268,             0.99167,             0.98801,           0.0049951,           0.0020211,            0.002376,            0.000694,            0.000694,            0.000694
                  96,           0.0075764,           0.0039437,           0.0086353,             0.98768,             0.98496,             0.99172,             0.98796,           0.0049821,           0.0020135,           0.0023576,            0.000595,            0.000595,            0.000595
                  97,            0.007315,           0.0038853,           0.0084972,             0.98789,             0.98514,             0.99179,             0.98789,           0.0049633,           0.0020114,           0.0023203,            0.000496,            0.000496,            0.000496
                  98,           0.0072307,           0.0038832,           0.0085989,             0.98798,             0.98543,             0.99178,             0.98797,           0.0049505,           0.0020063,           0.0022775,            0.000397,            0.000397,            0.000397
                  99,           0.0070409,           0.0038118,           0.0082251,             0.98976,             0.98425,             0.99176,             0.98803,           0.0049424,           0.0020052,           0.0022311,            0.000298,            0.000298,            0.000298
